"id","PUMA.x","STATEFIP.x","tot_persons_point","essential_point","crowd_essential_point","crowd_point","crowd_essential_point_perc","essential_point_perc","crowd_point_perc","crowd_se","essential_se","crowd_essential_se","crowd_perc_se","essential_perc_se","crowd_essential_perc_se","state_name","STATEFIP.y","puma_name","PUMA.y"
"12_1107",1107,12,106495,67499.1214718765,12318.039108828,16353,0.11566776946174,0.633824324821602,0.153556505000235,1497.22573448361,1780.77571610913,1178.6337877408,0.014103835801883,0.0145590554814854,0.0110264068800998,"Florida","12","Broward County (Central)--Lauderhill & Lauderdale Lakes Cities",1107
"12_1108",1108,12,148027,83092.9351729256,13367.1525863667,17687,0.0903021245203015,0.561336345213546,0.119484958825079,1963.58853887468,2081.38089742757,1858.75172998005,0.0133897544300098,0.0139347271580563,0.0126384532147252,"Florida","12","Broward County (East Central)--Fort Lauderdale City (Central)",1108
"12_1109",1109,12,106265,60031.8890001844,6982.75078739764,9626,0.0657107306017752,0.564926259823878,0.0905848586081965,1212.99140557549,1472.07828508035,1021.39545078433,0.011474181496339,0.0122356612319195,0.00966299391996122,"Florida","12","Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities",1109
"12_1110",1110,12,127245,77533.5729636051,7380.97528778136,10062,0.05800601428568,0.609325104826163,0.0790757986561358,1192.00666944443,1618.05619324938,1105.02929781251,0.00941238398813154,0.0128696259017037,0.00871127479844039,"Florida","12","Broward County (Central)--Davie Town & Cooper City",1110
"12_11101",11101,12,106062,52760.0752936274,6666.58314721833,10055,0.0628555292868165,0.497445600626307,0.0948030397314778,1131.2506132595,1316.6662841135,1024.2090250312,0.0107716975852597,0.011648784539474,0.00982434104509921,"Florida","12","St. Lucie County (North)",11101
"12_11102",11102,12,196677,119284.257911158,6477.17650192891,8576,0.032933065391118,0.606498258114358,0.0436044885777188,1382.09646913665,2611.75550388268,1245.01501688352,0.00703149260698095,0.0128034094066883,0.00633977353604339,"Florida","12","St. Lucie County (South)",11102
"12_1111",1111,12,139726,86705.0348039557,3692.77876907079,5188,0.0264287159803529,0.620536155074616,0.0371298112019238,861.970707158892,1872.45924420966,754.543571525715,0.00616613927845818,0.0123438179853567,0.00540202152204095,"Florida","12","Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town",1111
"12_1112",1112,12,140456,89169.9471489008,6663.41688977353,9223,0.0474413117971004,0.634860363024013,0.065664692145583,1516.26681359186,2299.2069803629,1192.24193160773,0.0107598193444576,0.0143216688388031,0.00840005233785168,"Florida","12","Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities",1112
"12_1113",1113,12,127025,80092.3052216749,9885.80539800461,14033,0.0778256673726007,0.630523953723085,0.110474316079512,1403.37901152896,1647.59178527813,1230.54489757033,0.0108188861123189,0.0104843087972809,0.00959082413351429,"Florida","12","Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities",1113
"12_1114",1114,12,126092,85351.40149442,15936.1555767654,20345,0.126385143996172,0.676897832490721,0.161350442534023,1617.84061328674,1613.70664782853,1678.7068579971,0.0126786292950636,0.0109681091837068,0.0131809071894966,"Florida","12","Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities",1114
"12_11300",11300,12,164176,96228.4760250051,6444.15563606023,8440,0.0392515083572522,0.586129982610157,0.0514082448104473,1650.91895621802,1845.40226431798,1546.63201255048,0.0100439518179062,0.0112313589447527,0.00941450763998368,"Florida","12","Santa Rosa County",11300
"12_11501",11501,12,128524,64245.2602674221,3638.36999346097,6220,0.0283088761123289,0.49986975403366,0.0483956303880987,938.400021312873,1464.09375705404,732.291723984763,0.00727527544927056,0.0101156162155211,0.00568289377454372,"Florida","12","Sarasota County (North)",11501
"12_11502",11502,12,138711,59470.6513180252,2404.88695718274,3118,0.0173373918231628,0.428737816885649,0.0224783903223248,551.993478222343,1649.76852412602,508.881104651304,0.00398749065123371,0.010354463433132,0.00368085847719809,"Florida","12","Sarasota County (Central & Gulf Coast)",11502
"12_11503",11503,12,139199,61978.6306527322,4393.08246873855,5882,0.0315597272159897,0.445251982074097,0.0422560506900193,1292.49796905063,1652.62864001805,1077.93650624438,0.00929566715215621,0.0112468298174816,0.00774119133615698,"Florida","12","Sarasota County (East)",11503
"12_11701",11701,12,114166,64079.4378158751,2933.11897861466,4151,0.0256917031218985,0.561283024857445,0.0363593364048841,774.118757039254,1485.6663869507,648.194020531022,0.00678525245211049,0.0123946836223787,0.00567480992963448,"Florida","12","Seminole County (West)",11701
"12_11702",11702,12,109264,67790.1031020623,4489.16464662744,5601,0.0410854869547833,0.620424870973627,0.0512611656172207,999.892744248102,1477.42601101579,944.080536985254,0.0091195931827068,0.0116177458093632,0.00861129078120451,"Florida","12","Seminole County (North Central)",11702
"12_11703",11703,12,108579,64972.8364798495,2851.63083224178,4478,0.0262631893113934,0.59839229022048,0.041241860764973,802.532335797132,1696.69339817654,678.138480118027,0.00745974041961479,0.0139184018920855,0.00628716587748214,"Florida","12","Seminole County (South Central)",11703
"12_11704",11704,12,119013,74787.2224940748,2618.46360251771,3719,0.0220014922951082,0.62839540633439,0.031248687118214,738.641083341564,1837.33008480497,617.530506401961,0.00619040693411548,0.0127418790569832,0.00519274808925498,"Florida","12","Seminole County (East)",11704
"12_12100",12100,12,95054,50721.7747545338,2838.95956560848,5941,0.0298668079787119,0.533610103252192,0.0625013150419761,905.615232866586,1270.59753904375,576.169848339374,0.00950317570576163,0.013699744194861,0.00606338882430328,"Florida","12","Suwannee, Taylor, Madison, Hamilton & Lafayette Counties",12100
"12_12701",12701,12,117110,64075.0736923168,4524.26255212757,6103,0.0386325894639874,0.547135801317708,0.0521133976603194,903.935257637404,1552.08118054349,686.832629546318,0.00767275589603719,0.0116591829125088,0.00585406926621306,"Florida","12","Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",12701
"12_12702",12702,12,125879,58924.2455174253,2099.62977996089,3529,0.016679746263959,0.468102268983908,0.0280348588724092,508.647913590531,1558.56590708314,410.323682668542,0.00398627712925154,0.0125409970357029,0.00323753584698324,"Florida","12","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",12702
"12_12703",12703,12,140054,68359.7679408913,2199.64258175171,3332,0.0157056748236516,0.488095791201189,0.0237908235394919,609.467595529081,1636.82609643454,512.963574030018,0.00436595755348468,0.011225111451543,0.00367929483079392,"Florida","12","Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities",12703
"12_12704",12704,12,127266,74232.1391453233,2971.85086051468,4539,0.0233514910542854,0.583283352547604,0.0356654566027061,1005.08837919857,1499.37237934318,724.739579931078,0.00791210292360748,0.0112252488456683,0.00569709378451895,"Florida","12","Volusia County (Southwest Central)--Deltona & Lake Helen Cities",12704
"12_1500",1500,12,173284,73420.2909211984,7990.14696322259,10298,0.0461101253619641,0.423699192777166,0.0594284527134646,1334.7264139141,1693.3697414676,1328.67224546945,0.00769521696972432,0.00966468944879867,0.00766032776973464,"Florida","12","Charlotte County",1500
"12_1701",1701,12,140513,58890.1979089325,3320.33066716886,5127,0.0236300603301393,0.419108537351935,0.0364877271142172,923.870986664264,1454.26282694478,659.905915482838,0.00657399303844096,0.0103304664309438,0.00469844721099801,"Florida","12","Citrus County",1701
"12_1900",1900,12,205924,131175.084277401,6647.7387809641,9558,0.0322824866502404,0.637007266163251,0.0464151823002661,1553.28073766464,2382.73211595067,1367.33878620612,0.00754388111876913,0.0115749608570911,0.00664074295826624,"Florida","12","Clay County",1900
"12_2101",2101,12,116136,49899.1736076321,3326.27718101357,4605,0.0286412239186262,0.429661548595027,0.0396517875594131,891.18059337039,1603.21313606293,794.444892253114,0.00755606279743255,0.0119854143355299,0.00677286093095962,"Florida","12","Collier County (Northwest)",2101
"12_2102",2102,12,116939,62683.2413365352,13406.8625994654,15789,0.114648343148696,0.536033670003465,0.135019112528754,1243.82729910547,1289.33704888597,1214.82098981615,0.0103220331462312,0.00822828918978908,0.0100566618354772,"Florida","12","Collier County (Southwest)",2102
"12_2103",2103,12,126663,69363.954717481,15134.683836585,23696,0.119487804935814,0.54762602115441,0.187079099658148,1991.86853230829,2222.32483399558,1647.03176023249,0.0152700752797715,0.0153233426345869,0.0129021842317167,"Florida","12","Collier County (East)",2103
"12_2300",2300,12,168081,93096.1215756316,8322.9124200765,11609,0.0495172709591001,0.553876533193113,0.0690678898864238,1013.41176231579,1596.7528314699,928.792539493647,0.00602266971242028,0.00893331730989004,0.00552206342937285,"Florida","12","Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties",2300
"12_2700",2700,12,147409,71166.6985757294,11668.0561349054,18112,0.0791542994993887,0.482783945184686,0.122869024279386,1470.20161882648,1501.51405891069,1130.93778302458,0.00985231755469019,0.0101643778016526,0.00767468413512863,"Florida","12","Southwest Heartland--Highlands (Northwest), DeSoto & Hardee Counties",2700
"12_3101",3101,12,129514,85897.924953043,3653.28316504221,6545,0.0282076313374787,0.663232738955194,0.0505350772889417,1138.93063880115,2209.51641141572,821.709528882117,0.00872625236590546,0.0136002453075263,0.00631611824376027,"Florida","12","Duval County (Outer)--Jacksonville City (North & West)",3101
"12_3102",3102,12,113208,60018.3948505213,6467.91280547039,9240,0.0571330012496501,0.530160367204803,0.0816196735213059,1145.3282062361,1824.72511193677,1022.84303144346,0.010022056364588,0.014063310044498,0.00894459016166771,"Florida","12","Duval County (Northwest Central)--Jacksonville City (Northwest)",3102
"12_3103",3103,12,108742,68409.4418022602,3573.75075080579,5290,0.0328644934873903,0.629098616930534,0.0486472568096963,779.719468783485,1559.83830985012,717.49456721911,0.00706717206597107,0.0126542698221846,0.00656817886694564,"Florida","12","Duval County (North Central)--Jacksonville City (Arlington)",3103
"12_3104",3104,12,136039,83699.2853042932,4017.34535313327,6037,0.0295308356657523,0.615259486649367,0.0443769801306978,1056.34369406931,1629.05323194058,799.279607781314,0.00770870510759463,0.0101805847345354,0.00583870325065989,"Florida","12","Duval County (East)--Jacksonville City (Beaches)",3104
"12_3105",3105,12,136284,80486.3742760318,4976.39645191956,7022,0.0365148986815734,0.590578309090075,0.0515247571248276,1220.45921685241,2271.70685280294,987.835297126376,0.00872572602528603,0.0132696071366007,0.00712731953042081,"Florida","12","Duval County (Southeast)--Jacksonville City (Southeast)",3105
"12_3106",3106,12,119164,71945.2862215572,4684.61539208385,6291,0.0393123375523132,0.603750178086983,0.0527927897687221,1076.9431275606,1901.49971722711,895.782077312479,0.0089273316219142,0.0136600487242342,0.00745310374527249,"Florida","12","Duval County (South Central)--Jacksonville City (Southeast River)",3106
"12_3107",3107,12,161076,101526.216505868,6923.48532539911,9098,0.0429827244617393,0.630300085089446,0.0564826541508356,1288.49037637074,1980.29318229831,1101.21595886713,0.00799735569686176,0.0106751176116568,0.0068211553408153,"Florida","12","Duval County (Southwest Central)--Jacksonville City (Southwest)",3107
"12_3301",3301,12,115419,66022.3078058383,1499.28982139135,2137,0.0129899741064413,0.572022871501558,0.0185151491522193,506.637987126903,1754.3464268686,424.815224959045,0.00439762304918796,0.0120465161801434,0.00366631819284688,"Florida","12","Escambia County (North)",3301
