"PUMA","STATEFIP","tot_persons_point","essential_point","crowd_essential_point","crowd_point","crowd_essential_point_perc","essential_point_perc","crowd_point_perc","crowd_se","essential_se","crowd_essential_se","crowd_perc_se","essential_perc_se","crowd_essential_perc_se"
700,1,104613,62405.97569611,2962.21036797809,3441,0.0283158916002608,0.596541306492596,0.0328926615239024,841.804995233457,1280.3732359907,819.734435361965,0.00805855148192566,0.0122766150211269,0.00784520584710087
800,1,142725,86053.4775605721,3460.4298555262,4399,0.0242454360169991,0.602932055074949,0.0308215098966544,811.052926756325,1550.62577635474,684.238601576824,0.00568665091040593,0.0109273342967405,0.00480030576337029
1500,1,107776,68094.4472900622,2805.40013317244,4075,0.0260299151311279,0.631814571797638,0.0378099020190024,801.994357835515,1787.77071953489,648.464481191829,0.00739526747806831,0.0159531188878484,0.00599440642481089
1100,1,111986,67739.8484867532,3000.70518705035,3969,0.0267953600186662,0.604895687735549,0.0354419302412802,806.221371584753,1162.92005901628,732.09558517837,0.00718969638976443,0.0104085070502391,0.00652978711509845
2702,1,106755,57614.7097653221,1599.56508450952,3284,0.0149835144443775,0.539690972463324,0.030762025197883,801.434869468505,1582.22753299613,481.187633023295,0.0073831433573672,0.0139995898670339,0.00447050655419464
302,1,96573,54195.4475817439,3436.61956062399,4836,0.0355857181678522,0.561186331394322,0.0500761082290081,746.91060375389,1536.32308903007,743.091500489929,0.00772636655860549,0.014827662556156,0.00770665430039596
900,1,101599,57636.2992452597,1689.7578325784,2670,0.0166316384273309,0.567291993476902,0.0262797862183683,596.706544291245,1176.85229618917,480.667896682444,0.00586676898543428,0.0116279483093261,0.00472696806907417
200,10,169534,108745.545653191,6807.26970383864,7361,0.0401528289537122,0.641437974997293,0.04341901919379,1386.52774945185,1678.94332775513,1355.85042896983,0.00817113482593337,0.00988491088607871,0.0079903087072279
103,10,139286,89761.1762804139,3248.89799256,5149,0.0233253736381259,0.644437892397038,0.0369671036572233,1003.04783036503,1721.84537406205,803.665790759069,0.00713888245036434,0.011485203175472,0.00574689042711531
300,10,216641,122214.725184719,10513.3761629478,14005,0.0485290234209952,0.564134790666214,0.064646119617247,1571.88310634093,1771.85543022823,1436.71516898988,0.00725545850722315,0.00818105006774122,0.00663172235488784
101,10,104364,61218.3811082725,3271.69175593094,4598,0.0313488535886986,0.586585231576717,0.0440573377793109,931.874723339999,1379.7710641621,809.968332725102,0.00898811811156169,0.0133004536028265,0.00780774525014132
102,10,146459,86227.7479590266,1812.19438486555,3006,0.0123733904018568,0.588750079947471,0.0205245153933865,666.935566602952,1844.03304976653,426.49059991618,0.00454764797551389,0.0114073103589483,0.00290981932661891
104,10,148160,101814.416223094,5170.86501125314,6611,0.0349005467822161,0.687192334119157,0.0446206803455724,1286.15615303897,2070.99162746361,1137.24716478119,0.00872214615680897,0.0118387077449376,0.00770360154738144
104,11,157027,73599.8894010139,8598.96712485689,17055,0.0547610737316314,0.468708498544925,0.108611894769689,1890.0821146183,2121.53577999695,1670.701897772,0.0119849145128831,0.0130799649687579,0.0106612735293851
101,11,102153,44940.2895228287,1050.70060834898,2162,0.0102855580193336,0.439931176987741,0.0211643319334723,448.543587625551,1467.25834259736,301.525007323906,0.00438456247287103,0.0130933118810284,0.00295156911866541
103,11,111774,58500.6925042684,3157.68125017184,5370,0.0282505882420942,0.523383725233671,0.0480433732352783,891.482192755413,1334.52555434693,633.22118167774,0.00788756723949616,0.0108647530555897,0.00564679742673739
105,11,146913,70798.1468188444,6174.72772692417,9510,0.0420298253178696,0.481905255619614,0.0647321884380552,1066.38255330815,1670.92385933799,903.416477923344,0.00716412732068322,0.0101030882448875,0.00609686251897777
102,11,127011,77547.738265411,11948.4278046392,15782,0.0940739605596306,0.610559229243223,0.124256954122084,1446.8476595689,1672.69859121529,1287.69602165656,0.0111440530636215,0.0110328010607919,0.0100258057013946
11703,12,108579,64972.8364798495,2851.63083224178,4478,0.0262631893113934,0.59839229022048,0.041241860764973,802.532335797132,1696.69339817654,678.138480118027,0.00745974041961479,0.0139184018920855,0.00628716587748214
3107,12,161076,101526.216505868,6923.48532539911,9098,0.0429827244617393,0.630300085089446,0.0564826541508356,1288.49037637074,1980.29318229831,1101.21595886713,0.00799735569686176,0.0106751176116568,0.0068211553408153
8607,12,106163,72289.37730388,12539.974662118,15939,0.118120010381375,0.680928169926246,0.150137053399018,1283.36621819339,1448.14678996533,1111.22769534173,0.0119875169902159,0.0116343741778078,0.0103149864861379
5707,12,203120,130332.32657881,8420.68251345833,11275,0.0414566882308898,0.641651863818483,0.0555090586845215,1385.58978417135,1915.63863121651,1260.96330102965,0.00679819814318562,0.0075087236679884,0.00619763155130808
7301,12,130503,71063.3327415512,3907.1573031727,5398,0.0299392144485008,0.544534093021242,0.0413630337999893,828.548791562694,1663.96568762005,723.138801280192,0.00627060627876453,0.0121788290183036,0.00549005858044531
11102,12,196677,119284.257911158,6477.17650192891,8576,0.032933065391118,0.606498258114358,0.0436044885777188,1382.09646913665,2611.75550388268,1245.01501688352,0.00703149260698095,0.0128034094066883,0.00633977353604339
10308,12,112703,58268.8589158807,4161.86765054333,6377,0.0369277450515366,0.517012492266228,0.0565823447468124,1045.36637118285,1513.71545112451,905.831058301706,0.00929852507673686,0.0118999414311812,0.00803292318726205
9901,12,112560,57796.1715163595,2343.48068948303,2527,0.0208198355497782,0.513469896200778,0.0224502487562189,539.537857800544,1419.40907145774,519.402984977888,0.00478608150564975,0.0115185744284042,0.00460748130492625
