"PUMA","STATEFIP","tot_persons_point","essential_point","crowd_essential_point","crowd_point","crowd_essential_point_perc","essential_point_perc","crowd_point_perc","crowd_se","essential_se","crowd_essential_se","crowd_perc_se","essential_perc_se","crowd_essential_perc_se","poc_ind"
8900,12,91197,54328.8141419269,2144.0706107312,3067,0.0235103195360724,0.595730277771493,0.0336304922311041,673.652989305325,1142.17109806621,568.807768906444,0.00735864994275211,0.0125198403562849,0.00622571673089082,0
12704,12,78643,45129.1125312707,1461.7960285965,1938,0.0185877449817085,0.573847799947493,0.0246430070063451,623.48640722954,1216.9416754503,519.676521360276,0.00797142628852979,0.0132024341745253,0.006642356977158,0
8616,12,70942,39355.8133611658,3520.98081293968,5055,0.0496318233618968,0.554760415003323,0.0712553917284542,746.9356397977,1261.22900636104,660.832213930804,0.0104800231338417,0.0172939250186784,0.0093742698580074,1
12702,12,86641,37353.0476248089,520.44975995679,1030,0.0060069685247953,0.43112438250723,0.0118881361018455,419.802036679195,1299.66441650276,233.937385772527,0.00484851415799221,0.0143908452490295,0.00271176092326117,0
1106,12,115686,81433.6514317791,8111.04558635102,10830,0.0701125943186818,0.70391967421969,0.0936154763757066,1415.46827940438,1551.28070357147,1300.96576811521,0.0120396766775361,0.0117415571627729,0.0111283829943238,1
12703,12,20504,12679.9738182928,729.941128201186,877,0.0355999379731363,0.618414641937809,0.0427721420210691,335.891425910219,801.634931128184,313.533759978442,0.0163692472590958,0.029206097697951,0.0151301943222884,1
7103,12,90946,49702.5911464125,3871.2966706974,5109,0.0425669811833109,0.546506620922443,0.0561761924658589,786.948124084428,1393.37041956109,735.283270853971,0.00854922005027365,0.0125245068622355,0.00808116321047361,0
9100,12,145370,85022.8933816889,3418.59747222338,4742,0.0235165266026235,0.584872349051998,0.0326202104973516,840.104398274405,1409.17119051458,687.681099176953,0.00578760808996184,0.00968676259307742,0.00473727910440689,0
902,12,107256,49953.5898812699,1248.09716454357,1638,0.0116366185998319,0.465741682341966,0.0152718729022153,352.618207130602,1469.62135216287,286.173781999276,0.00329520557304038,0.013141953788033,0.00267867907562794,0
2102,12,68809,23729.631583807,761.929859981767,1111,0.0110731134005983,0.344862323007267,0.016146143673066,274.308676494201,799.676994422124,220.060557197414,0.00397775937089347,0.00970521013399369,0.00319286916794136,0
8604,12,55983,28038.5030965952,4030.15897762346,6624,0.0719889783974324,0.500839595887952,0.118321633352982,910.760588738885,1142.57980897819,697.15866765971,0.0160242203690644,0.015974877882432,0.0123488016582175,1
10501,12,115204,63496.4930839501,5268.55138131376,6420,0.0457323650334516,0.551165698100327,0.055727231693344,904.82578433641,1296.62220940232,906.416154719429,0.00782478269572248,0.010177325352382,0.00791212818991973,0
7300,12,97351,54360.3003680244,930.261640397219,1547,0.009555748173077,0.558394884161688,0.0158909512999353,344.958258344397,1124.07018260526,243.891167643685,0.00353484292285117,0.0102306648209662,0.00250459238693929,0
7101,12,18113,10141.2940209112,1338.43705378469,3186,0.07389372570997,0.559890356148139,0.175895765472313,698.644652165892,934.046539064348,491.246581992531,0.0368830910035526,0.04017182774332,0.0263762156195884,1
7300,12,46230,28822.7030151765,1287.43340395906,1837,0.0278484404923006,0.623463184407884,0.0397361020982046,424.812429196699,986.784517262138,337.654280613209,0.0091478326771228,0.0169759159218557,0.00729710499220608,1
9504,12,42162,23010.8489931034,384.063078470734,667,0.00910922343510113,0.54577223549887,0.0158199326407666,278.384356600726,997.812349877327,187.323779305264,0.00659948757391163,0.017272415918971,0.00448568132167595,0
9906,12,66190,48822.5575100318,8293.0066805209,9370,0.125290930359887,0.73761229052775,0.141562169512011,1383.85678449759,1537.23839037237,1288.87778549345,0.0205568972460685,0.0181791073416968,0.0191777309182084,1
8624,12,103324,65403.2542819815,12332.819532369,19304,0.119360647403981,0.632991892319127,0.186829778173512,1684.68088966427,2204.54089740064,1284.08906559426,0.0158484202883212,0.01860647686783,0.0122705501141001,1
7104,12,66518,30623.1611815306,899.225665157275,1264,0.013518531302163,0.460374051858603,0.0190023752969121,381.3339087991,1224.46962785804,344.146398694214,0.00575734582869146,0.0151294429110863,0.00519628145308079,0
7101,12,102785,33393.3172610711,310,1054,0.00301600428078027,0.324885121964013,0.0102544145546529,413.561603633606,1158.62492341855,186.363220620379,0.00400202634566548,0.00981147129840243,0.00181105987810504,0
9903,12,104385,68490.3217624034,14931.7050921392,20732,0.143044547512949,0.656131836589581,0.198610911529434,1480.51602490483,1716.32671827687,1492.74986553013,0.0136147922881539,0.0136483181447106,0.0140469529915288,1
6902,12,130704,33357.2728944139,1900.88827762981,2587,0.0145434590955886,0.255212333933268,0.0197928142979557,655.165437122564,1578.79878230214,624.976906041771,0.00501391144151695,0.011691887334497,0.00478093655159705,0
9502,12,64203,38162.2544514338,1250.96747234578,1339,0.0194845641534786,0.594399863735865,0.0208557232528075,587.527361064998,1441.60531226186,576.518894458361,0.00906530743981251,0.0171475288483489,0.00890393213055727,0
9509,12,40690,23878.5769019696,863.886874905921,1083,0.0212309381888897,0.58684140825681,0.0266158761366429,322.098587392121,1274.24730304808,313.027107524711,0.00783067176071592,0.0228950595074682,0.00764334193808651,0
10307,12,93531,45934.263645803,666.122220608378,1114,0.00712194053958985,0.491112718198276,0.0119104895703029,255.716444524008,1198.37815162923,206.920094904414,0.00272606870126183,0.010964168838993,0.00220933220393137,0
7102,12,132744,70473.8016427835,2355.76191616739,3533,0.017746654584519,0.530900090721867,0.0266151389139999,848.791994542833,1694.81762243275,669.465459615043,0.0063899260041004,0.0102166294722126,0.00502655769671022,0
1101,12,75655,41196.7209097453,1665.28884153713,2128,0.0220116164369457,0.544534015065036,0.0281276848853347,435.85502176756,1486.66839146058,380.45133620391,0.00569841766117582,0.018423495631933,0.00501046859234039,0
12704,12,48623,29103.0266140526,1510.05483191818,2601,0.0310563896081726,0.598544446333065,0.0534932028052568,688.536527716577,1262.42233496349,517.639516807354,0.0142317650516601,0.0222281590866406,0.0106336961059012,1
8601,12,114021,79096.4454616879,10279.3846336039,13697,0.0901534334342262,0.693700681994439,0.1201269941502,1335.14853106312,2200.01486489967,1329.01329042963,0.0119270034076626,0.0165054791903096,0.0118526020119222,1
10305,12,12713,8223.22368650512,648.075105512685,901,0.050977354323345,0.64683581267247,0.0708723354047038,253.410043210604,535.271430027455,236.00381063837,0.0198491972152163,0.0277162509657988,0.0185832333563838,1
1701,12,124550,50579.6171054701,2785.15141222673,4421,0.0223617134662925,0.40609889285805,0.0354957848253713,860.198523597896,1396.31898757123,625.437109702034,0.00690790079788218,0.0111735469345949,0.00502525894867168,0
1701,12,15963,8310.58080346238,535.179254942127,706,0.0335262328473424,0.5206152229194,0.0442272755747666,227.258003159405,456.681594574933,193.291280726616,0.0142307792252253,0.0277173800369513,0.0121058335444109,1
1102,12,55478,28014.1235714125,754.904713063765,1197,0.0136072805988638,0.504959147254992,0.0215761202638884,303.157055006147,1089.65490466287,229.582571516832,0.00536316226934821,0.015610796169428,0.00410393782135415,0
8500,12,121512,54235.5139783966,1054,1472,0.00867404042399105,0.44633874825858,0.012114029890052,397.785934894637,1246.56985599835,355.243367285021,0.00327248408653687,0.0101198820448006,0.0029225496391934,0
9701,12,138646,95404.9964719732,8389.62713352833,11117,0.0605111372382061,0.688119357731007,0.0801826233717525,1686.94341932384,2263.10212816832,1442.63556481761,0.0121490643635419,0.0149031961321864,0.0103537271255984,1
5706,12,75789,42903.2822385748,2364.53829150095,3392,0.0311989641174966,0.566088512034396,0.0447558352795261,715.750794620586,1237.17578166502,520.58791283446,0.00937782062111219,0.0134750993074636,0.00679098737203336,0
11300,12,138325,78865.5953928409,5257.79601356719,6222,0.0380104537398677,0.570147083989451,0.04498102295319,1424.2660917118,1711.72621077813,1360.22107839037,0.0102984766100793,0.0124807221540554,0.00983615982259386,0
8611,12,101013,56297.1597108069,13652.8435709249,19659,0.135159272281042,0.557325885884063,0.194618514448635,1626.55742290274,1490.08273284603,1312.02151344242,0.0160876398470157,0.0129233676006632,0.0131353374379446,1
904,12,86077,47807.2621917048,3319.31065531504,3489,0.0385621089874768,0.555401119831137,0.0405334758413978,774.724176723561,1486.23011943365,774.231951911676,0.00889715846204767,0.0147005636935761,0.00890584580119543,0
10900,12,168798,91037.5605480323,1733.56342761022,2356,0.0102700472020416,0.539328431308619,0.0139575113449211,798.445395753523,1842.17095981088,646.136272776217,0.00471684034663085,0.0104784395520913,0.00381853364525834,0
8615,12,4143,1962.56221320331,334.200962116056,461,0.0806664161515945,0.4737055788567,0.111272025102583,151.45147737807,246.832250397364,135.90964232772,0.0343649495800978,0.0423841619992024,0.0318124352348962,0
6901,12,83995,41989.9029965102,1401.61095534779,1727,0.0166868379706863,0.499909554098579,0.0205607476635514,523.261645833134,1367.88260880092,548.063585517295,0.00618143650102849,0.014100569453844,0.00647893719712172,0
500,12,226382,128736.686760884,8060.47217157802,11214,0.035605623113048,0.56867015381472,0.049535740474066,1094.88602146525,1847.6364391482,964.375334965982,0.00482578687972839,0.00782721616939215,0.00424793088852952,0
6100,12,113309,46678.5765766787,1238.95339122461,1653,0.0109342893435174,0.411958243181731,0.0145884263385962,526.997580639608,1550.60776227921,430.866229008893,0.00464977958158283,0.0136533410176947,0.00380109353626723,0
5704,12,81639,44041.1373742889,1793.15840071344,2268,0.021964482670212,0.539461989665343,0.0277808400396869,540.888158494896,1255.80328124373,512.434974470242,0.00664842391578314,0.0142380246798794,0.00628765127856194,0
102,12,77877,46812.5468820838,1288.49657500543,1628,0.0165452774889304,0.601108759737583,0.0209047600703674,451.888039230958,1121.89310340196,386.181534028371,0.00578941931308516,0.0134204654521396,0.0049533281143603,0
3104,12,40165,27578.9092788527,2147.24231137427,3401,0.0534605330853794,0.68664034056648,0.0846757126851737,789.147736485381,1333.16601932243,546.027671532732,0.0189194018142297,0.0224712136337048,0.01305580775995,1
3101,12,68184,47193.7803043663,2222.7926456726,3235,0.0325999156058987,0.692153295558582,0.0474451484219172,702.342687012544,1721.15615741273,556.550042140709,0.0100878476893786,0.018285901498532,0.00796518915299363,1
11701,12,41297,26074.9234365216,1760.83646574948,2658,0.0426383627321471,0.631399942768764,0.0643630287914376,551.464595418419,1037.17813111565,449.706131358123,0.0132444270833701,0.0183297930615879,0.0106989665132347,1
11701,12,72869,38004.5143793535,1172.28251286518,1493,0.0160875339700721,0.521545710512748,0.0204888224073337,457.84620780345,1300.37230935323,415.550326349064,0.00625901865590205,0.0156504351598889,0.00567356533339304,0
8613,12,103896,65977.2474188694,16019.53305259,19986,0.154188159819339,0.635031641438259,0.192365442365442,1321.42411813921,1764.56120728953,1294.82928769749,0.0119318339178223,0.0128562741914566,0.0118875971817879,1
